"FacilityID","URL","Name","FacilityType","Address1","Town","State","AddressNote","Latitude","Longitude","Parking","ParkingAccessible","ParkingNote","KeyRequired","MLAK24","MLAKAfterHours","PaymentRequired","AccessNote","AdultChange","ChangingPlaces","BYOSling","ACShower","ACMLAK","AdultChangeNote","BabyChange","BabyCareRoom","BabyChangeNote","DumpPoint","DPWashout","DPAfterHours","DumpPointNote","OpeningHours","OpeningHoursNote","Male","Female","Unisex","AllGender","Ambulant","Accessible","LHTransfer","RHTransfer","ToiletNote","SharpsDisposal","DrinkingWater","SanitaryDisposal","MensPadDisposal","Shower"
"1","https://toiletmap.gov.au/facility/1","Sandy Beach Reserve","Park or reserve","Lost 15525, West Road","Bassendean","WA","","-31.92183600","115.95020622","False","False","","False","False","False","False","","False","False","False","False","False","","True","False","","False","False","False","","OPEN: 24 hours","","False","False","True","False","False","True","False","False","","True","True","True","False","False"
"2","https://toiletmap.gov.au/facility/2","Point Reserve","Park or reserve","Lot 197, North Road","Bassendean","WA","","-31.90441010","115.96099110","False","False","","False","False","False","False","","False","False","False","False","False","","True","False","","False","False","False","","OPEN: Daylight hours","","False","False","True","False","False","True","False","False","","True","True","True","False","False"
"3","https://toiletmap.gov.au/facility/3","Success Hill Reserve","Park or reserve","Lot 2838, Seventh Avenue","Bassendean","WA","","-31.89628865","115.95578101","True","True","","False","False","False","False","","False","False","False","False","False","","True","False","","False","False","False","","OPEN: Daylight hours","","True","True","False","False","False","True","False","False","","True","True","True","False","True"
"4","https://toiletmap.gov.au/facility/4","Jubilee Reserve","Park or reserve","Lot 6322, Robinson Road","Eden Hill","WA","","-31.89147400","115.94016370","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: Daylight hours","","True","True","False","False","False","False","False","False","","True","False","True","False","False"
"5","https://toiletmap.gov.au/facility/5","Ashfield Reserve","Park or reserve","Lot 12061, 2 Coulston Road","Ashfield","WA","","-31.91343349","115.93647720","True","True","","False","False","False","False","","False","False","False","False","False","","True","False","","False","False","False","","OPEN: Fri-Sun 6:30am-6pm, Mon-Thu 6:30am-8:30pm","","False","False","True","False","False","True","False","False","","True","True","True","False","False"
"7","https://toiletmap.gov.au/facility/7","Mary Crescent Reserve","Park or reserve","Mary Crescent","Eden Hill","WA","","-31.89036599","115.94808970","True","True","","False","False","False","False","","False","False","False","False","False","","True","False","","False","False","False","","OPEN: Daylight hours","","False","False","False","False","False","True","False","False","","True","True","True","False","False"
"9","https://toiletmap.gov.au/facility/9","Bassendean Oval West","Sporting facility","Lot 246, Old Perth Road","Bassendean","WA","","-31.90371581","115.95649020","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: Variable hours","","True","True","False","False","False","False","False","False","","False","False","False","False","False"
"15","https://toiletmap.gov.au/facility/15","Apex Park","Park or reserve","Moranbah Access Road","Moranbah","QLD","","-22.01444418","148.04524183","True","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","False","False","False","","False","False","False","False","False"
"16","https://toiletmap.gov.au/facility/16","Lions Park","Park or reserve","12 Belyando Avenue","Moranbah","QLD","","-21.99934080","148.04397329","True","False","Parking is available on Belyando Avenue, then a short walk into the park to access the toilet","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","False","False","False","","False","False","False","False","False"
"17","https://toiletmap.gov.au/facility/17","Parella Street","Park or reserve","Parella Street","Moranbah","QLD","","-22.00015250","148.04861593","True","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","True","False","False","","False","False","False","False","True"
"18","https://toiletmap.gov.au/facility/18","Nolan Park","Park or reserve","Yeates Street","Moranbah","QLD","","-22.00330089","148.06611840","True","False","On street parking available","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","False","False","True","False","False","False","False","False","","False","False","False","False","False"
"20","https://toiletmap.gov.au/facility/20","Binda Park","Park or reserve","34 Grosvenor Drive","Moranbah","QLD","","-22.00496595","148.03704195","True","False","Parking is available at the other end of the park from Isaac Way, heading towards Goonyella Road","False","False","False","False","","False","False","False","False","False","","True","False","","False","False","False","","OPEN: 24 hours","","False","False","False","False","False","True","False","False","","False","False","False","False","False"
"21","https://toiletmap.gov.au/facility/21","Spring Park","Park or reserve","Samson Street","Clermont","QLD","","-22.83389032","147.62859537","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","False","False","False","","False","False","False","False","False"
"22","https://toiletmap.gov.au/facility/22","Lions Park","Park or reserve","Copperfield Road","Clermont","QLD","","-22.83004599","147.62808680","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","False","False","False","","False","False","False","False","False"
"23","https://toiletmap.gov.au/facility/23","Drummond Street","Park or reserve","Drummond Street","Clermont","QLD","","-22.81719492","147.64230120","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","False","False","False","","False","False","False","False","False"
"24","https://toiletmap.gov.au/facility/24","Centenary Park","Park or reserve","Lime Street","Clermont","QLD","","-22.81908571","147.64473646","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","False","False","False","","False","False","False","False","False"
"25","https://toiletmap.gov.au/facility/25","Capella Street","Park or reserve","Capella Street","Clermont","QLD","","-22.82389777","147.64100690","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","False","False","False","","False","False","False","False","False"
"26","https://toiletmap.gov.au/facility/26","East Palmerston","Other","2068E Palmerston Highway","East Palmerston","QLD","","-17.60595421","145.84712933","True","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","False","False","False","","True","False","False","False","False"
"29","https://toiletmap.gov.au/facility/29","Anzac Park","Park or reserve","Edith Street","Innisfail","QLD","","-17.52406506","146.02788570","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 6am-8pm","Overnight closure as from 26th July 2024.","True","True","False","False","False","True","False","False","","False","False","False","False","False"
"30","https://toiletmap.gov.au/facility/30","Jack Fossey Park","Park or reserve","Benwell Street","Innisfail","QLD","","-17.52355834","146.03253866","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","False","False","False","","False","False","False","False","False"
"31","https://toiletmap.gov.au/facility/31","Fitzgerald Park","Park or reserve","70 Fitzgerald Esplanade","Innisfail","QLD","","-17.51994615","146.03116377","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","False","False","False","","False","False","False","False","False"
"33","https://toiletmap.gov.au/facility/33","Warrina Lakes","Park or reserve","Emily Street","Innisfail","QLD","","-17.51839405","146.02463370","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 10am-6pm","","True","True","False","False","False","True","False","False","","False","False","False","False","False"
"35","https://toiletmap.gov.au/facility/35","Coconuts","Park or reserve","30 The Esplanade","Coconuts","QLD","","-17.50715757","146.06487428","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","False","False","False","","False","False","False","False","False"
"36","https://toiletmap.gov.au/facility/36","Flying Fish Point 2","Park or reserve","Esplanade, Scheu Park","Flying Fish Point","QLD","","-17.50206605","146.07629830","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","False","False","False","","False","False","False","False","False"
"37","https://toiletmap.gov.au/facility/37","Corso","Other","The Corso","East Innisfail","QLD","","-17.52522468","146.03531806","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","False","False","False","","False","False","False","False","False"
"38","https://toiletmap.gov.au/facility/38","Wrights Park","Park or reserve","Sherwood Street","East Innisfail","QLD","","-17.52870492","146.03988200","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","False","False","False","","False","False","False","False","False"
"39","https://toiletmap.gov.au/facility/39","Castor Park","Park or reserve","Castor Street","Mourilyan Harbour","QLD","","-17.58434935","146.04044240","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","True","False","False","","False","False","False","False","False"
"41","https://toiletmap.gov.au/facility/41","South Johnstone","Park or reserve","Enright Street","South Johnstone","QLD","","-17.59462436","145.99839230","True","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","False","False","False","","False","False","False","False","False"
"42","https://toiletmap.gov.au/facility/42","Mena Creek Road","Park or reserve","Cane Cutter Way","Germantown","QLD","","-17.65462056","145.95673050","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","False","False","False","","False","False","False","False","False"
"47","https://toiletmap.gov.au/facility/47","Kurrimine Beach","Beach","Robert Johnstone Parade","Kurrimine Beach","QLD","","-17.77664389","146.10817360","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","False","False","False","","False","False","False","False","False"
"48","https://toiletmap.gov.au/facility/48","Cowley Beach","Beach","Barakaoan Road","Cowley Beach","QLD","","-17.69539499","146.11187069","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","False","False","False","","False","False","False","False","False"
"49","https://toiletmap.gov.au/facility/49","Digger Creek","Park or reserve","Bruce Highway","El Arish","QLD","","-17.79569638","146.01076283","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","False","False","False","","False","False","False","False","False"
"50","https://toiletmap.gov.au/facility/50","Returned Services League Club","Other","Royston Street","El Arish","QLD","","-17.80691645","146.00447980","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","False","False","False","","False","False","False","False","False"
"51","https://toiletmap.gov.au/facility/51","Village Green","Park or reserve","Central Avenue","Mission Beach","QLD","","-17.86919840","146.10673700","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","True","False","False","","False","False","False","False","False"
"52","https://toiletmap.gov.au/facility/52","Stinger Net","Car park","Seaview Street","Mission Beach","QLD","","-17.87117800","146.10661880","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","True","False","False","","False","False","False","False","False"
"56","https://toiletmap.gov.au/facility/56","Cutten Street","Other","Cutten Street","Bingil Bay","QLD","","-17.83093616","146.09949800","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","False","False","False","","False","False","False","False","False"
"57","https://toiletmap.gov.au/facility/57","Camp Area","Camping ground","Bingil Bay Road","Bingil Bay","QLD","","-17.82990204","146.09979340","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","Currently closed","","True","True","False","False","False","False","False","False","","False","False","False","False","False"
"58","https://toiletmap.gov.au/facility/58","Marc Park","Park or reserve","Tully - Mission Beach Road","Mission Beach","QLD","","-17.87259629","146.09225950","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","False","False","False","","False","False","False","False","False"
"60","https://toiletmap.gov.au/facility/60","Mourilyan Harbour","Other","Off Johnstone Street","Mourilyan Harbour","QLD","","-17.59892284","146.12556840","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","True","False","False","","False","False","False","False","False"
"61","https://toiletmap.gov.au/facility/61","Innisfail Cemetery","Cemetery","Clare Street","Mighell","QLD","","-17.53188869","146.02755358","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","True","False","False","","False","False","False","False","False"
"65","https://toiletmap.gov.au/facility/65","Alan Anderson Park","Park or reserve","180 Lawnbrook Road West","Walliston","WA","","-32.00634000","116.08274000","True","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","False","False","False","True","False","False","False","False","","False","False","False","False","False"
"67","https://toiletmap.gov.au/facility/67","Pickering Brook","Other","241 Pickering Brook Road","Pickering Brook","WA","","-32.03479483","116.13183010","True","True","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","True","False","True","Also 1 x Electric BBQ and Picnic Table","False","True","False","False","False"
"68","https://toiletmap.gov.au/facility/68","Kalamunda Bus Station","Bus station","19A Mead Street","Kalamunda","WA","","-31.97400015","116.05742268","True","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","False","False","False","","False","False","False","False","False"
"69","https://toiletmap.gov.au/facility/69","Fleming Reserve","Park or reserve","39 Sorensen Road","High Wycombe","WA","","-31.94465565","115.99603809","True","True","","False","False","False","False","","False","False","False","False","False","","True","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","True","True","False","Not wheelchair accessible Electric BBQ's, 
Picnic Tables,
Skate Park
Play Ground
Sporting Oval","False","False","False","False","False"
"70","https://toiletmap.gov.au/facility/70","Gooseberry Hill","Park or reserve","42 Ledger Road","Gooseberry Hill","WA","","-31.95614626","116.05784683","True","False","","False","False","False","False","Drive up the driveway to Gooseberry Hill Hall - toilets are on left hand side","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","False","False","False","","False","True","False","False","False"
"71","https://toiletmap.gov.au/facility/71","Jorgensen Park - Kalamunda Community Centre","Park or reserve","2 Crescent Road","Kalamunda","WA","","-31.97216554","116.06515252","True","True","","False","False","False","False","","False","False","False","False","False","","True","False","","False","False","False","","OPEN: 24 hours","","False","False","True","False","False","True","True","True","Located in former golf course which has been turned into an off-leash dog exercise area - Great location with BBQ and playground facilities located on far side of the Community Centre. Toilets have accessible ramp and drinking fountain with plumbed dog bowl attached.","False","True","True","False","False"
"72","https://toiletmap.gov.au/facility/72","Kalamunda Library","Community building","7 Williams Street","Kalamunda","WA","Toilets are located outside of the library.","-31.97093917","116.06003685","True","True","","False","False","False","False","","False","False","False","False","False","","True","False","","False","False","False","","OPEN: 9:30am-5pm","","True","True","False","False","True","False","False","False","","False","True","False","False","False"
"74","https://toiletmap.gov.au/facility/74","Lesmurdie Falls","Park or reserve","Falls Road","Lesmurdie","WA","","-31.99553312","116.03372231","True","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","False","False","False","","False","False","False","False","False"
"76","https://toiletmap.gov.au/facility/76","Maida Vale Reserve","Sporting facility","35 Acacia Road","Maida Vale","WA","","-31.94915366","116.02638913","True","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","False","False","False","","False","False","False","False","False"
"78","https://toiletmap.gov.au/facility/78","Stirk Park","Park or reserve","18 Kalamunda Road","Kalamunda","WA","","-31.96927928","116.05479621","True","True","","False","False","False","False","Disabled toilet restricted access. 6am - 9pm","False","False","False","False","False","","True","False","","False","False","False","","OPEN: Daylight hours","","True","True","False","False","False","True","True","False","Large family park with BBQ facilities, playgrounds, sound shell and a swing for wheel chairs","True","True","False","False","False"
"79","https://toiletmap.gov.au/facility/79","SKAMP Hall","Sporting facility","22 Falls Road","Lesmurdie","WA","","-31.99208930","116.04966660","True","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","False","False","False","","False","True","False","False","False"
"80","https://toiletmap.gov.au/facility/80","Town Hall Square","Other","5 Barber Street","Kalamunda","WA","","-31.97197326","116.05801028","True","True","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: Apr-Oct 6am-6pm, Oct-May 6am-9pm","WINTER HOURS: April - October 06:00am - 06:00pm
SUMMER HOURS: October - April 06:00am - 09:00pm","True","True","False","False","False","True","False","True","No wheelchair access","True","True","True","False","False"
"82","https://toiletmap.gov.au/facility/82","Zephyrs Cafe","Food outlet","Riverside Road","East Fremantle","WA","","-32.02925052","115.76283930","True","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: Venue hours","","True","True","False","False","False","False","False","False","","False","False","False","False","False"
"85","https://toiletmap.gov.au/facility/85","Town Hall","Community building","135 Canning Highway","East Fremantle","WA","","-32.04114943","115.76293890","True","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: Mon-Fri 8:30am-4:30pm","","True","True","False","False","False","False","False","False","","False","False","False","False","False"
"86","https://toiletmap.gov.au/facility/86","Town Beach","Beach","Friedman Way","Exmouth","WA","","-21.94531060","114.13970150","True","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","False","False","False","","False","False","False","False","True"
"89","https://toiletmap.gov.au/facility/89","Ningaloo Centre","Other","Murat Road","Exmouth","WA","","-22.01908650","114.11179950","True","True","","True","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: Daylight hours","Open during business hours","True","True","False","False","False","True","False","False","","False","False","False","False","False"
"91","https://toiletmap.gov.au/facility/91","Dunes Beach","Beach","Yardie Creek Road","North West Cape","WA","","-21.80481026","114.10705415","True","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","True","False","False","","False","False","False","False","False"
"92","https://toiletmap.gov.au/facility/92","Tantabiddi Boat Ramp","Car park","Tantabiddy Access","North West Cape","WA","","-21.91244166","113.97921243","True","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","False","False","True","False","False","True","False","True","","False","False","False","False","False"
"93","https://toiletmap.gov.au/facility/93","Truck Stop","Other","57 Frew Street","Thargomindah","QLD","","-27.99442962","143.82115128","True","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","False","False","True","False","False","False","False","False","","False","True","False","False","True"
"94","https://toiletmap.gov.au/facility/94","Thargo Roadhouse","Service station","33 Stafford Street","Thargomindah","QLD","","-27.99442957","143.82284626","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","True","False","False","","False","False","False","False","False"
"95","https://toiletmap.gov.au/facility/95","Napunyah Caravan Park","Caravan park","45 Powell Street","Thargomindah","QLD","","-27.99712237","143.82525576","False","False","","False","False","False","False","","False","False","False","False","False","","True","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","True","True","True","","False","False","False","False","True"
"97","https://toiletmap.gov.au/facility/97","Torrence Parade","Other","Torrence Parade","Hungerford","QLD","","-28.99604467","144.41060826","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","True","False","False","","False","False","False","False","False"
"99","https://toiletmap.gov.au/facility/99","William Simmons Memorial Park","Park or reserve","Gore Highway","Millmerran","QLD","","-27.87681745","151.25805840","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","False","False","True","False","False","False","False","False","","False","False","False","False","False"
"100","https://toiletmap.gov.au/facility/100","Bicentennial Park","Park or reserve","Factory Lane","Millmerran","QLD","","-27.87448115","151.26778340","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: Daylight hours","","True","True","False","False","False","False","False","False","","False","False","False","False","False"
"101","https://toiletmap.gov.au/facility/101","Anzac Memorial Park","Park or reserve","Charlotte Street","Millmerran","QLD","","-27.87502444","151.27001100","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","True","False","False","","False","False","False","False","False"
"102","https://toiletmap.gov.au/facility/102","Lions Park","Park or reserve","Edward Street","Millmerran","QLD","","-27.87469842","151.27435740","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","False","True","False","","False","False","False","False","False"
"104","https://toiletmap.gov.au/facility/104","Yarramalong Weir","Camping ground","Yarramalong Road","Pampas","QLD","","-27.83547419","151.45013834","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","False","False","False","","False","False","False","False","False"
"106","https://toiletmap.gov.au/facility/106","Apex Park","Park or reserve","Toowoomba - Cecil Plains Road","Cecil Plains","QLD","","-27.53269062","151.20452620","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","True","False","False","","False","False","False","False","False"
"107","https://toiletmap.gov.au/facility/107","Short Street","Other","Short Street","Beaudesert","QLD","","-27.98728166","152.99539600","True","True","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","True","False","False","","False","False","False","False","False"
"108","https://toiletmap.gov.au/facility/108","Jubilee Park","Park or reserve","Telemon Street","Beaudesert","QLD","","-27.98953950","152.99479280","True","True","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 5am-6pm","","True","True","False","False","False","True","False","False","","False","False","False","False","False"
"109","https://toiletmap.gov.au/facility/109","Selwyn Park","Park or reserve","Hopkins Street","Beaudesert","QLD","","-27.98912589","152.99003590","True","True","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","True","True","False","False","","False","False","False","False","False"
"110","https://toiletmap.gov.au/facility/110","Darlington Park","Camping ground","Kerry Road","Darlington","QLD","","-28.18623186","153.04132410","True","True","","False","False","False","False","","False","False","False","False","False","","False","False","","True","False","False","","OPEN: Daylight hours","","True","True","False","False","False","True","False","False","","False","False","False","False","False"
"111","https://toiletmap.gov.au/facility/111","Burgess Park","Caravan park","Christmas Creek Road","Southern Lamington","QLD","","-28.23893635","152.99585000","True","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","False","False","False","","False","False","False","False","False"
"112","https://toiletmap.gov.au/facility/112","Stinson Park","Camping ground","Christmas Creek Road","Southern Lamington","QLD","","-28.28729982","153.03600180","True","True","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","True","False","False","","False","False","False","False","False"
"114","https://toiletmap.gov.au/facility/114","Tilley Park","Park or reserve","Mount Lindesay Highway","Rathdowney","QLD","","-28.22161473","152.85897740","True","True","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","True","False","False","","False","False","False","False","False"
"115","https://toiletmap.gov.au/facility/115","Collins Park","Park or reserve","Collins Street","Rathdowney","QLD","","-28.21135412","152.86393230","True","True","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","True","False","False","","False","False","False","False","False"
"116","https://toiletmap.gov.au/facility/116","Greenbank Meadows Park","Park or reserve","Campbell Road","Greenbank","QLD","","-27.72763687","153.00314280","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","True","False","False","","False","False","False","False","False"
"117","https://toiletmap.gov.au/facility/117","Pioneer Park ","Park or reserve","Mount Lindesay Highway","Woodhill","QLD","","-27.90050994","152.97329600","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","False","False","False","","False","False","False","False","False"
"119","https://toiletmap.gov.au/facility/119","North Tamborine Park","Park or reserve","Geissmann Street","Tamborine Mountain","QLD","","-27.92298362","153.18364990","True","True","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","True","False","False","","False","False","False","False","False"
"120","https://toiletmap.gov.au/facility/120","Tully Memorial Park (Pony club)","Park or reserve","Mount Lindesay Highway","North Maclean","QLD","","-27.78372921","153.01087360","True","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: Sep-Feb 7am-6:30pm, Mar-Aug 7am-5:30pm","","True","True","False","False","False","True","False","False","","False","False","False","False","False"
"122","https://toiletmap.gov.au/facility/122","Newstead Park","Park or reserve","Rona Street","Logan Reserve","QLD","","-27.72817949","153.11684700","True","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: Variable hours","Open during cricket games ONLY","True","True","False","False","False","False","False","False","These toilets are for use by sporting bodies and public usage on sports days","False","False","False","False","False"
"123","https://toiletmap.gov.au/facility/123","Doughty Park","Park or reserve","Geissmann Drive","Tamborine Mountain","QLD","","-27.92814951","153.18511720","True","True","","False","False","False","False","","False","False","False","False","False","","True","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","True","False","False","","False","False","False","False","False"
"124","https://toiletmap.gov.au/facility/124","Staffsmith Park","Park or reserve","Southport Avenue","Tamborine Mountain","QLD","","-27.92211697","153.20868130","True","True","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","True","False","False","","False","False","False","False","False"
"125","https://toiletmap.gov.au/facility/125","Rosser Park ","Park or reserve","Prospect Street","Tamborine Mountain","QLD","","-27.97299655","153.19688150","True","True","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","True","False","False","","False","False","False","False","False"
"126","https://toiletmap.gov.au/facility/126","Tamborine Memorial Grounds","Park or reserve","Waterford-Tamborine Road","Tamborine","QLD","","-27.87723530","153.12505710","True","True","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","True","False","False","","False","False","False","False","False"
"127","https://toiletmap.gov.au/facility/127","Smith Park","Park or reserve","Kidston Street","Canungra","QLD","","-28.01761469","153.16437220","True","True","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","True","False","False","","False","False","False","False","False"
"128","https://toiletmap.gov.au/facility/128","Sharp Park","Camping ground","Beechmont Road","Witheren","QLD","","-28.04900123","153.18907030","True","True","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","True","False","False","","False","False","False","False","False"
"129","https://toiletmap.gov.au/facility/129","Graceleigh Park","Park or reserve","Beechmont Road","Beechmont","QLD","","-28.12535695","153.18695550","True","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","True","False","False","","False","False","False","False","False"
"130","https://toiletmap.gov.au/facility/130","Rosins Lookout","Park or reserve","Beechmont Road","Beechmont","QLD","","-28.10946075","153.21355410","True","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: 24 hours","","True","True","False","False","False","True","False","False","","False","False","False","False","False"
"131","https://toiletmap.gov.au/facility/131","Bigriggan Camping Reserve","Camping ground","Bigriggan Road","Rathdowney","QLD","","-28.19855160","152.77777350","False","False","","False","False","False","False","","False","False","False","False","False","","False","False","","False","False","False","","OPEN: Daylight hours","","True","True","False","False","False","False","False","False","","False","False","False","False","False"
