adipose adrenal brain sigmoid heart kidney liver lung ovary pancreas spleen small.bowel testis genes
10.91791140710358 11.132390988633153 11.477097566309238 10.898784887685595 10.700243271518051 11.022531531112804 11.461032390786164 12.012224314197473 11.415879874989214 10.67105158892699 12.104795707462227 11.703181768417526 9.955382410389527 STAG2
10.313388025865724 10.222081816623202 10.160862232479737 9.510905843143352 9.924934974863662 9.232538731069868 10.611899587601886 9.624575796828983 10.948366036353516 10.098276802178823 10.436853074710232 10.521029433664086 9.891500410889996 STAG1
8.917811873640689 10.168200519449512 7.302431976886685 7.1084101677410025 8.501513261794608 8.062050488473428 8.9233178268447 7.935285180174568 9.336373832595127 8.560311159866261 8.623421611570562 9.481058260206213 8.892799843547143 GOSR2
10.6919337101379 11.624016335199265 11.858252299183368 9.964326305999052 11.148979096113461 11.300358249869712 11.773212879609428 12.218354064304226 10.887793518859182 11.427538478136366 11.11617042119224 11.245304379428509 10.065658082400171 C1orf43
6.998887772141219 6.680445050055862 3.06677266315979 2.5116066015540093 6.871629064016738 5.684923139879412 9.852143491811391 6.627093214384372 7.4722419525539925 6.9467666327045245 8.632449451212674 1.024817402510556 4.7628539248885415 ART4
3.5633337289679745 4.007572898653306 5.0651763151075615 7.68358522021346 9.862932607982453 3.0491094974015516 3.0710223170219235 3.0748215114409763 7.432124793003553 7.515830411266863 6.552495540844038 2.4825821063274263 9.91289788399277 ART3
8.5108140518572 10.079471490248768 9.82135676328354 8.552755145240473 9.5173075902788 10.132129603157203 9.925855662993794 10.79738196761708 10.38766462917431 10.009939315381033 10.542403532219296 7.725627614784644 9.199390843633086 CDK4
9.102812159700326 7.818840422856934 9.529116593128482 7.920994245539867 7.839298243968907 7.761674397966048 9.798174941284387 9.294720946751967 9.028607265598248 9.039093311133302 9.643680537321826 8.353702205636338 8.23632191980211 CDK2
6.142147830455233 6.56865052751937 9.62321710545582 5.222523892956982 4.242307320330228 6.3663486953699016 3.8193451654792816 7.816901110103916 6.450556115499452 5.693448050570184 7.948902906026381 5.919874462341727 10.008306159611436 CDK1
8.37211445485576 10.042061188039034 7.258818155062822 7.316290363862093 7.725510902316212 8.386417349319952 9.284219829877177 7.9260446425502575 8.529852743127753 9.110140087175118 8.670247815667608 8.285866951270263 8.590377783847646 CDK6
4.0794827977685095 8.293822090916537 7.209959848323638 9.274185499444112 8.798761373912894 6.5318761752899555 6.966260623206996 7.6691547564897355 7.226000756178937 8.448209172160377 6.099788358119521 10.847001503676063 7.21453062404243 XK
9.444738818563057 9.879668860663337 9.065814124605037 8.41520223946051 8.83536762665874 11.17869180158981 12.277838005940565 10.556672224674617 9.14022174234616 11.115010310729943 8.759874068564823 11.083427756541411 7.398593910541604 CRYZ
2.518848333056641 10.941137262458938 7.612246992040711 6.877748982310319 8.7963889146825 7.6706511501074335 5.176504746060591 0.8754984931492764 5.705042893068918 6.131992501738147 0.6921484051376625 0.6921484051376625 7.138709868161657 VAT1L
10.5732852801286 10.231481745761217 10.814964487419065 10.290349515981363 11.019013066861888 10.18400569282088 10.759925327481143 9.942162237834774 11.068172967153485 10.247638849635802 10.501753681281803 11.163471008986503 9.171483031937623 ZADH2
9.7278452550417 12.19259226872619 11.54322100458722 8.535778437136432 10.485129299606935 10.324143748164929 10.708943378868891 11.302544729211249 11.685063572950284 10.480289341023491 9.999701450096582 8.092248065796412 11.842984189859193 VAT1
8.588573951154022 10.57768448295036 7.7601705838391375 7.544446594197036 7.376436257987658 8.527755152661436 11.42797693016042 6.3852334560607416 9.964512709204373 10.687511659041249 8.988355072959449 9.83311658409944 7.186948678875276 OAF
-0.6014471704234285 8.368581115453987 3.901957343845024 3.94750726069883 7.760733280576434 1.033391266219378 1.033391266219378 2.6372393333561317 3.131481027392617 3.4944865012723887 1.033391266219378 1.033391266219378 8.324830574027137 MGAT4C
9.91782057696709 9.549905055989502 9.363832688261198 8.231122068851151 8.630787193510121 9.920383299899974 9.220253528434494 11.274715031352146 8.877927715007235 10.269651333039754 9.086126044103613 12.452811584654766 8.751530851418902 MGAT4A
0.08273447817708601 0.08273447817708601 0.3349272445450244 0.08273447817708601 -0.13246566828948605 -0.13246566828948605 -0.13246566828948605 4.158628731700022 0.08273447817708601 0.3349272445450244 -0.13246566828948605 -0.13246566828948605 8.242798770859507 RP11-542P2.1
8.72317572090075 10.47814372686628 10.576666226237114 9.514594478322236 9.675454214092603 9.508905874269047 11.071853516957383 10.832624692265195 9.942374029469542 10.044095297142157 9.545978613725767 12.045987605188891 9.423873134950462 MGAT4B
8.790713517648271 8.715708089216236 9.274273742664095 8.135844839827698 8.144733369915706 8.757263613719372 8.575612069094177 9.974140365371843 8.587156947429174 8.722867935012003 9.766016812622526 9.806613382511005 8.616098571697366 POC1B
5.1228270304078976 6.456602709057719 8.308670143361692 6.281897656606167 6.492758372714318 7.076269129294793 6.179320597007838 6.668441627947646 7.191805924547914 8.184963006101354 5.981214801540929 6.578285139694249 8.066574708414759 SPAG16
11.70760966742282 12.903626195490197 12.437978257347131 11.7055760968573 12.322834135172947 11.306006776886106 11.913499824178318 12.092995398518159 12.355137670668675 11.566467283051072 12.109266772385647 12.968103862472649 12.803993625100247 PAFAH1B1
10.562618218145806 12.70437487235984 9.33653746251814 8.016482206362268 9.949802640790915 8.654537910574206 8.8188396673669 9.204573406274347 9.536398534723741 8.631074911754343 8.771271497063085 12.316158780618885 10.551161462131557 ME1
9.411520810689224 11.683193870904011 10.698171695106334 8.947902216679331 10.38098322748517 9.072783033898906 9.007508197219943 10.039763542602007 10.558338143142931 9.448210065491855 10.49676138547001 12.285431499093919 9.794693417284401 ME2
7.8560982942366335 7.193036514474796 5.890868367646725 7.469457188631954 8.777129907127442 7.619196525971957 7.029433354197058 6.982651087432384 8.076187165651929 9.459621154370142 7.529946553399126 6.283088588981612 7.66540273684017 ME3
7.659737725958305 8.695404718960582 8.510753272095332 6.371443589279228 7.876368386235295 7.008217583830723 7.530282589013545 7.797022801227848 7.986117132350697 8.63607807412852 9.047618026983796 7.137800140646051 7.409146747689588 ERCC1
9.66331816587005 11.391626257293124 9.354354830396996 9.599310181943645 9.657889337380551 10.047554018399417 10.608181977454507 10.711910855163076 9.575117789562997 10.350203610791878 10.577259286945354 10.533727026012988 9.714791951968213 CEBPZ
9.981348519779221 11.34085691014354 10.775474706684463 9.212341962380524 11.485922760487629 10.5128042639484 10.65943848252648 9.909707064081374 10.333386052983556 10.082696773267749 9.543641859524056 9.739913606875673 9.800175793612976 ATPAF1
8.379790085435388 9.968758279666154 9.753007775067335 9.060330228362831 8.89644686923698 10.14064006546928 10.729265268379358 10.562092372663605 9.87761386765464 9.743605674859928 10.399064522958321 9.215284202347329 8.740842858370563 SPCS2
9.98950396827732 11.362884129174304 11.229956067274864 9.35534879114395 10.177167426682043 10.478296861777585 11.145985591524555 11.575330571670596 9.775032518145746 10.296675916079948 11.171889186958039 10.621965892160011 8.956618460424771 PSMA7
1.4684160596770752 4.300880184438297 0.2618115798639313 1.4684160596770752 0.6602227176329101 0.6602227176329101 0.6602227176329101 1.4684160596770752 1.4684160596770752 0.2618115798639313 4.211414058921574 0.6602227176329101 8.23703957120704 PSMA8
11.113121021389418 10.014750171035828 9.684338833001553 9.39085557331742 10.270721886651787 10.902611340947866 11.078721547411204 10.770651140839814 11.31929107475584 10.269108475576845 11.302254402924348 10.159334390956172 9.675412727074734 ITGB5
13.492802864795813 12.846412311385498 13.116429344251435 12.57198666683693 13.789664243740162 12.331506712916116 13.535799875886696 13.288476663660646 13.502832717949676 12.567158008485265 12.68179541894752 12.953795575279406 12.394826770757566 ITGB1
7.240108626192269 5.111728326431233 6.372568076197705 9.767156712859432 7.5401826097732325 8.718777230575931 8.196377445509873 5.968743261024533 8.756807445679556 5.93545197477576 7.302601391445552 3.3225610224761186 7.976526222425102 ITGB3
5.468470002373427 8.17950797404002 6.620147621466966 4.097562618572921 4.756028520856333 8.155915381936872 5.813249681767519 5.968350809239022 8.378631837005138 5.513142777162205 3.6010730064519048 7.0909695691370676 8.784780902898943 ITGB8
5.632608293090574 3.6772119109162418 3.0185904694036245 5.701713314860905 6.206009272741362 8.680382852975413 1.0561367227669471 11.856990069302125 0.4590246240451528 8.904973293854509 2.7303955153289783 9.359029806157046 7.759364479311845 ITGB6
8.805828716455691 6.866644478813449 8.079064382482603 7.977730281353273 9.141062645612747 10.295554458282977 6.437694411836874 11.23859978247484 7.853048512404742 9.275493610168457 10.368835832626404 5.299859949526321 7.900883121237853 GATA2
3.806200792395227 6.6413566429919495 1.7373686784749207 1.1926555217973904 9.445417152328957 0.13279705228456073 8.943054026905934 1.1926555217973904 13.119269075156307 9.843464356594607 0.13279705228456073 10.604445382928112 9.161269190789694 GATA4
7.509723973635053 7.6102496955654315 1.8995418669134343 5.675072576894557 5.3984050006282605 10.510426235507614 5.408827320903513 8.733145783451786 3.3366227906503743 5.631783585954716 9.450622656625805 5.053632623275458 4.29290340148798 GATA3
7.070536843827697 11.369451572288835 7.4820125882001935 9.02770051176982 10.972563559111993 7.100879864246467 9.347126432451894 10.82129253641359 11.164024241200037 11.192770549559288 11.425553655184984 12.54791626074467 9.306388335461977 GATA6
10.385888707554304 10.819648579219136 10.069036333359264 8.491911277859398 9.351524979911783 7.769471281447463 10.010440037429227 7.910816950000443 10.881451550637411 9.660558083951988 9.413943432844553 9.66580287492228 12.008462171376381 NUP214
9.67209368593418 10.031446705142072 9.839552015704088 8.884237780851318 8.989394209512986 8.32465378526308 9.84589140210082 8.59591966076566 10.527362603401167 9.04826187601128 9.941915982167616 9.702120701353532 10.513910200069267 POM121C
8.202429794154822 10.552953579032367 11.073184425521335 6.6332688143460965 9.864798064791877 8.76474247581068 8.867621786730975 10.000102064002744 8.950041944282106 8.688448263094081 8.109013008137346 4.322158174516967 9.780622114726997 MAP2
12.338312908323967 11.509481347803652 11.86558570296984 11.406465905130153 14.00728569217921 10.184161623883044 11.537615707561354 9.66358090098366 13.208204367431113 10.814739578091581 10.38288791447541 10.680976081988403 12.388213030548766 MAP4
8.355272295137096 9.850218800428332 10.17499424223023 7.695317834970946 10.673389157079754 9.087089375822693 5.911248892109223 4.070437641298663 7.678027861664544 5.909056284898638 6.631645358085122 3.6262931822291273 8.384034904424801 MAPT
7.313260289498785 7.7328477075538276 8.014978112189453 7.4853330157210385 7.170673677523989 6.072062528994848 7.14029910342868 6.170390317126321 7.306791525602647 7.077862689185312 7.288137403696723 7.3010874752773525 9.024681691077593 MCM8
8.721514355977858 10.514981661136343 10.476412583873927 7.6575544258439825 9.158766963632177 7.828417293432651 8.433335335923672 8.448700215681137 9.00119122178087 8.184485117334884 8.862716126645351 8.75135442118458 11.049950723777378 MCM4
6.864518253420424 7.246082232532885 8.420369637142588 6.118365099416633 6.376309016193006 6.081898495185554 5.974792962281878 6.192123251712098 6.915763404440027 5.661716573115113 7.734884269533308 4.689150801523522 8.2689106070026 WDHD1
7.586992465318633 8.849820918913437 7.382469440245882 7.991082817481273 7.256023719439536 7.297653126369874 8.53241311854672 7.788159065489349 7.999130395664097 8.5143746641512 8.675855280192334 8.311954345411023 8.224441356363096 LINS
9.661969605195877 9.139201921763537 9.246448802456143 9.74324331969788 9.626706808527498 9.237342989985878 9.3565278583285 10.184888091153873 10.513786387959401 9.621098414253668 10.786464888988476 10.071026911819187 9.498757913385711 FAM116A
7.80159052351829 8.412610954302563 7.839721287686447 8.153271885875107 7.472850899425023 8.154206890156843 8.814741784725351 6.4721264029134895 12.246456538283825 11.15184659592101 9.749235187517883 3.485777156390017 10.134164457301019 FLRT2
4.738955410811462 7.646351576362179 6.5464000746221 6.2030874431242005 3.7550971755969504 9.470893625437991 9.133318529628736 10.174875783283355 8.656740548737764 6.354197497702707 4.407770573598012 8.655549539537866 6.9116352330425865 FLRT3
3.2854119159316033 3.998565417803068 2.1241653275957884 2.3874522403004588 1.862093786377233 0.024215925470250976 5.6663524739776525 5.480997820905293 1.5976093275283034 6.594615399060219 4.557955810687913 0.024215925470250976 9.143509314000617 SYCE1
9.933608243608244 11.656605825024036 10.283902427477397 9.286688636908815 9.472020932326624 9.765720082095287 11.044610063918896 9.766949885785703 11.130389772102857 9.898675350009 9.734071207537626 11.946230433412738 11.52907986607388 PDZD8
