,0,1
0,-0.04340084565202491,151.0
1,0.07441156407875721,75.0
2,-0.03235593223976409,141.0
3,-0.036037570043851025,206.0
4,0.008142083605192267,135.0
5,0.04127682384197474,97.0
6,0.0007788079970183853,138.0
7,0.022868634821540033,63.0
8,-0.028674294435677143,110.0
9,-0.024992656631590206,310.0
10,-0.01394774321932938,101.0
11,-0.06549067247654655,69.0
12,0.04495846164606168,179.0
13,-0.002902829807068556,185.0
14,0.0817748396869311,118.0
15,-0.03971920784793797,171.0
16,0.07441156407875721,166.0
17,-0.03971920784793797,144.0
18,-0.028674294435677143,97.0
19,0.0375951860378878,168.0
20,0.0007788079970183853,68.0
21,0.01550535921336615,49.0
22,0.022868634821540033,68.0
23,-0.05444575906428573,245.0
24,-0.006584467611155497,184.0
25,-0.05812739686837268,202.0
26,0.026550272625626974,137.0
27,0.01182372140927921,85.0
28,-0.006584467611155497,131.0
29,0.05232173725423556,283.0
30,0.022868634821540033,129.0
31,0.059685012862409445,59.0
32,-0.10230705051741597,341.0
33,0.1185912177278005,87.0
34,0.008142083605192267,65.0
35,0.13331776894414826,102.0
36,0.0375951860378878,265.0
37,0.030231910429713918,276.0
38,-0.02131101882750326,252.0
39,-0.01394774321932938,90.0
40,-0.024992656631590206,100.0
41,0.01550535921336615,55.0
42,-0.05812739686837268,61.0
43,0.1185912177278005,92.0
44,-0.07653558588880739,259.0
45,-0.010266105415242439,53.0
46,0.0044604458011053266,190.0
47,-0.024992656631590206,142.0
48,0.04127682384197474,75.0
49,-0.07285394808472044,142.0
50,-0.002902829807068556,155.0
51,-0.028674294435677143,225.0
52,0.026550272625626974,59.0
53,0.01550535921336615,104.0
54,0.05232173725423556,182.0
55,0.08545647749101803,128.0
56,-0.036037570043851025,52.0
57,0.05232173725423556,37.0
58,0.18117906039727852,170.0
59,0.030231910429713918,170.0
60,0.05232173725423556,61.0
61,-0.08021722369289432,144.0
62,0.059685012862409445,52.0
63,-0.01394774321932938,128.0
64,-0.002902829807068556,71.0
65,-0.05444575906428573,163.0
66,-0.07285394808472044,150.0
67,-0.01394774321932938,97.0
68,-0.010266105415242439,160.0
69,-0.01394774321932938,178.0
70,0.07072992627467027,48.0
71,-0.010266105415242439,270.0
72,0.05600337505832251,202.0
73,-0.006584467611155497,111.0
74,0.04127682384197474,85.0
75,-0.02131101882750326,42.0
76,-0.05444575906428573,170.0
77,0.01550535921336615,200.0
78,-0.05444575906428573,252.0
79,0.01182372140927921,113.0
80,0.05232173725423556,143.0
81,-0.02131101882750326,51.0
82,0.10018302870736581,52.0
83,-0.010266105415242439,210.0
84,0.04495846164606168,65.0
85,0.01550535921336615,141.0
86,-0.03971920784793797,55.0
87,0.09650139090327886,134.0
88,0.0375951860378878,42.0
89,0.06704828847058333,111.0
90,0.07809320188284416,98.0
91,-0.010266105415242439,164.0
92,0.06336665066649638,48.0
93,0.06336665066649638,96.0
94,0.07072992627467027,90.0
95,-0.04340084565202491,162.0
96,-0.04340084565202491,150.0
97,-0.03235593223976409,279.0
98,0.008142083605192267,92.0
99,-0.01394774321932938,83.0
100,0.030231910429713918,128.0
101,0.06336665066649638,102.0
102,0.05600337505832251,302.0
103,-0.036037570043851025,198.0
104,0.022868634821540033,95.0
105,-0.01394774321932938,53.0
106,0.008142083605192267,134.0
107,-0.05812739686837268,144.0
108,-0.07285394808472044,232.0
109,-0.05444575906428573,81.0
110,0.030231910429713918,104.0
111,0.06704828847058333,59.0
112,-0.002902829807068556,246.0
113,-0.04708248345611185,297.0
114,-0.024992656631590206,258.0
115,-0.04708248345611185,229.0
116,-0.02131101882750326,275.0
117,-0.04708248345611185,281.0
118,-0.03971920784793797,179.0
119,0.033913548233800855,200.0
120,-0.01762938102341632,200.0
121,-0.036037570043851025,173.0
122,-0.05444575906428573,180.0
123,-0.06180903467245962,84.0
124,0.022868634821540033,121.0
125,-0.036037570043851025,161.0
126,0.04127682384197474,99.0
127,0.07809320188284416,109.0
128,0.030231910429713918,115.0
129,-0.028674294435677143,268.0
130,-0.006584467611155497,274.0
131,0.01550535921336615,158.0
132,0.0007788079970183853,107.0
133,-0.002902829807068556,83.0
134,0.06336665066649638,103.0
135,-0.07285394808472044,272.0
136,0.04864009945014862,85.0
137,-0.006584467611155497,280.0
138,-0.02131101882750326,336.0
139,-0.028674294435677143,281.0
